route_id,shape_id,stop_id,stop_name,stop_sequence,stop_lon,stop_lat,dist
855,shape855-I,6109,"PRAÇA TERMINAL ANTONIO BEZERRA, SN",1,-38.584259,-3.737496,1.53554210665185e-09
855,shape855-I,4258,"TRAVESSA DOR CATUNDA GONDIM, SN",2,-38.585853,-3.737602,515.757931394416
855,shape855-I,1977,"AVENIDA MIT HULL, 4261",3,-38.583285,-3.738655,1104.75573876564
855,shape855-I,1979,"AVENIDA MIT HULL, 4083",4,-38.580383,-3.738122,1436.28411871448
855,shape855-I,1992,"AVENIDA MISTER HULL, SN",5,-38.577501,-3.737748,1758.98475004631
855,shape855-I,4259,"AVENIDA MIT HULL, 3220",6,-38.574263,-3.737331,2121.49160585167
855,shape855-I,1996,"AVENIDA MISTER  HULL, SN",7,-38.572291,-3.737087,2342.12667026708
855,shape855-I,6272,"ESTAÇÃO OLAVO BILAC, 2233",8,-38.564702,-3.735704,3201.84999193933
855,shape855-I,6270,"ESTAÇÃO JOSÉ LOURENÇO, 1659",9,-38.559192,-3.734564,3829.64866082668
855,shape855-I,6267,"ESTAÇÃO CRUZ SALDANHA, 1146",10,-38.554837,-3.733666,4325.23077146151
855,shape855-I,6265,"ESTAÇÃO PADRE FROTA, 512",11,-38.549467,-3.732564,4936.84740818795
855,shape855-I,4766,"RUA JUSTINIANO DE SERPA, 115 A",12,-38.542641,-3.732183,5799.09474985844
855,shape855-I,1601,"RUA DOMINGOS OLIMPIO, 2035",13,-38.541488,-3.733264,6004.98761544598
855,shape855-I,6387,"RUA PADRE MORORÓ, 2250",14,-38.540649,-3.736115,6460.86433360685
855,shape855-I,2055,"AVENIDA 13 DE MAIO, 2959",15,-38.54151,-3.738956,7012.79112918096
855,shape855-I,5568,"AVENIDA 13 DE MAIO, SN",16,-38.538597,-3.741444,7437.4573224616
855,shape855-I,2076,"AVENIDA 13 DE MAIO, SN",17,-38.537292,-3.742565,7628.12763814485
