route_id,shape_id,stop_id,stop_name,stop_sequence,stop_lon,stop_lat,dist
302,shape302-V,4714,"PRAÇA CASTRO CARREIRO, SN",1,-38.529864,-3.722872,0.915454743014895
302,shape302-V,1013,"AVENIDA IMPERADOR, 270",2,-38.533477,-3.72369,707.870849336261
302,shape302-V,1010,"AVENIDA IMPERADOR, 550",3,-38.534206,-3.726137,990.212783847974
302,shape302-V,1692,"AVENIDA IMPERADOR, 832",4,-38.534757,-3.727993,1204.30557277183
302,shape302-V,1599,"AVENIDA IMPERADOR, 1203",5,-38.535702,-3.731303,1584.94233049231
302,shape302-V,1607,"AVENIDA IMPERADOR, 1360",6,-38.536554,-3.73413,1911.44426632465
302,shape302-V,1610,"AVENIDA IMPERADOR, 1738",7,-38.537115,-3.736164,2145.46638949355
302,shape302-V,5123,"AVENIDA CARAPINIMA, 1938",8,-38.538187,-3.738056,2391.48693868996
302,shape302-V,2053,"AVENIDA CARAPINIMA, 2415",9,-38.542093,-3.741748,2987.2636779657
302,shape302-V,2067,"AVENIDA JOSE BASTOS, SN",10,-38.54508,-3.744538,3443.3372450693
302,shape302-V,4856,"AVENIDA JOSE BASTOS, 3050",11,-38.547319,-3.746766,3793.35213727242
302,shape302-V,2369,"AVENIDA JOSE BASTOS, SN",12,-38.549814,-3.749254,4183.73683131764
302,shape302-V,2379,"AVENIDA JOSE BASTOS, 3830",13,-38.552448,-3.751859,4594.22551613124
302,shape302-V,2367,"RUA PRO COSTA MENDES, 1609",14,-38.55253,-3.749608,5066.99483448085
302,shape302-V,2358,"RUA PRO COSTA MENDES, 1904",15,-38.554871,-3.747487,5417.05252792119
302,shape302-V,2325,"RUA CESAR FONTENELE, 166A",16,-38.557862,-3.745981,5816.94228701506
302,shape302-V,2327,"RUA CESAR FONTENELE, 410",17,-38.560253,-3.746488,6088.30615618375
302,shape302-V,2037,"RUA ERICO MOTA, 982",18,-38.560941,-3.745391,6271.72097886885
302,shape302-V,2027,"RUA ERICO MOTA, 754",19,-38.561335,-3.743397,6496.4341854471
302,shape302-V,2026,"RUA ERICO MOTA, 582",20,-38.561726,-3.741519,6708.52081473059
302,shape302-V,2011,"RUA ERICO MOTA, 476",21,-38.56203,-3.740067,6872.53484212322
302,shape302-V,2013,"RUA ERICO MOTA, 226",22,-38.562462,-3.737937,7112.8171816421
302,shape302-V,6304,"RUA AZEVEDO BOLÃO, 2246",23,-38.564513,-3.738068,7371.75806158329
302,shape302-V,6249,"RUA TIPÓGRAFO SALES, 135",24,-38.5649,-3.737099,7506.36405958122
