route_id,shape_id,stop_id,stop_name,stop_sequence,stop_lon,stop_lat,dist
210,shape210-I,4907,"RUA PEDRO SAMPAIO, 1289",1,-38.600583,-3.722557,5.36770456261942e-09
210,shape210-I,4908,"RUA CAMPOS MOURAO, 2018",2,-38.601562,-3.723171,176.999552618644
210,shape210-I,4909,"RUA STA MARIA GORETE, 104 A",3,-38.602005,-3.724263,320.002170577922
210,shape210-I,4910,"RUA IV CIDADE OESTE, 333",4,-38.602393,-3.726006,527.607862761864
210,shape210-I,4043,"RUA XXIV CIDADE OESTE, 1222",5,-38.598831,-3.726645,974.589746931453
210,shape210-I,4669,"RUA XXIV CIDADE OESTE, 1055",6,-38.598457,-3.72529,1130.01857386357
210,shape210-I,780,"AVENIDA DA INDEPENDENCIA, 1869",7,-38.596803,-3.725181,1365.51573713491
210,shape210-I,4662,"AVENIDA INDEPENDENCIA, 1621",8,-38.595061,-3.725709,1567.57830661487
210,shape210-I,789,"AVENIDA DA INDEPENDENCIA, 1365",9,-38.592815,-3.726371,1827.58338428928
210,shape210-I,4657,"AVENIDA DA INDEPENDENCIA, 941",10,-38.588899,-3.727503,2280.08008874207
210,shape210-I,1470,"AVENIDA DA INDEPENDENCIA, 781",11,-38.586966,-3.728076,2503.88875807326
210,shape210-I,1477,"AVENIDA CEL CARVALHO, 342",12,-38.584714,-3.730876,2975.51644135886
210,shape210-I,4672,"AVENIDA CEL CARVALHO, SN",13,-38.584427,-3.733286,3243.85414303182
210,shape210-I,1493,"RUA CEL CARVALHO, 3568",14,-38.584248,-3.734926,3426.22825320929
210,shape210-I,6104,"PRAÇA TERMINAL ANTONIO BEZERRA, SN",15,-38.583885,-3.737439,3709.73908879777
