route_id,shape_id,stop_id,stop_name,stop_sequence,stop_lon,stop_lat,dist
690,shape690-V,6090,"PRAÇA TERMINAL MESSEJANA, SN",1,-38.501713,-3.831533,29.9082335170266
690,shape690-V,1198,"AVENIDA JORNALISTA TOMAZ COELHO, 399",2,-38.498446,-3.832406,653.565969147435
690,shape690-V,1204,"RUA EDUARDO PORTO, 151",3,-38.494626,-3.83272,1079.32822025921
690,shape690-V,1210,"RUA PDE PEDRO DE ALENCAR, 805",4,-38.494147,-3.835772,1480.95665364924
690,shape690-V,3765,"RUA PDE PEDRO DE ALENCAR, 1141",5,-38.49419,-3.837755,1700.20740095703
690,shape690-V,3763,"RUA PDE PEDRO DE ALENCAR, 1352",6,-38.494245,-3.839993,1947.67502474084
690,shape690-V,3769,"RUA PDE PEDRO DE ALENCAR, 1662",7,-38.494326,-3.842326,2205.72038938448
690,shape690-V,3818,"RUA PDE PEDRO DE ALENCAR, 2012",8,-38.494498,-3.845325,2537.85324616478
690,shape690-V,3814,"RUA PDE PEDRO DE ALENCAR, 2230",9,-38.494743,-3.847828,2815.90640692627
690,shape690-V,4679,"RODOVIA BR 116, SN",10,-38.495611,-3.852716,3467.84458879195
690,shape690-V,3824,"RUA PEDRO DE SOUZA, 217",11,-38.497522,-3.852736,3716.50661316103
690,shape690-V,3825,"RUA PEDRO DE SOUZA, 1620",12,-38.501033,-3.852131,4112.03136268876
690,shape690-V,6256,"RUA JOSE MOREIRA, 593",13,-38.501887,-3.857633,4897.58728401715
