route_id,shape_id,stop_id,stop_name,stop_sequence,stop_lon,stop_lat,dist
316,shape316-V,5286,"AVENIDA TRISTAO GONCALVES, 855",1,-38.533872,-3.729344,5.31709032233234
316,shape316-V,1692,"AVENIDA IMPERADOR, 832",2,-38.534757,-3.727993,606.907062541398
316,shape316-V,1599,"AVENIDA IMPERADOR, 1203",3,-38.535702,-3.731303,987.543820261878
316,shape316-V,1605,"AVENIDA IMPERADOR, 1425",4,-38.536373,-3.733544,1246.22409949295
316,shape316-V,1610,"AVENIDA IMPERADOR, 1738",5,-38.537115,-3.736164,1548.0678804014
316,shape316-V,5122,"AVENIDA CARAPINIMA, SN",6,-38.539627,-3.739387,2011.57579789338
316,shape316-V,2053,"AVENIDA CARAPINIMA, 2415",7,-38.542093,-3.741748,2389.87440802142
316,shape316-V,2067,"AVENIDA JOSE BASTOS, SN",8,-38.54508,-3.744538,2845.94797512502
316,shape316-V,4856,"AVENIDA JOSE BASTOS, 3050",9,-38.547319,-3.746766,3195.96286732814
316,shape316-V,2369,"AVENIDA JOSE BASTOS, SN",10,-38.549814,-3.749254,3586.34756137336
316,shape316-V,2379,"AVENIDA JOSE BASTOS, 3830",11,-38.552448,-3.751859,3996.83624618696
316,shape316-V,2376,"AVENIDA JOSE BASTOS, 4140",12,-38.554387,-3.753804,4301.15105451212
316,shape316-V,2801,"AVENIDA JOSE BASTOS, SN",13,-38.555882,-3.755331,4537.93032990884
316,shape316-V,5782,"AVENIDA JOSE BASTOS, 4438",14,-38.557291,-3.756641,4751.11328938243
316,shape316-V,2792,"AVENIDA AMÉRICO BARREIRA, 4855",15,-38.559815,-3.757125,5040.01398694716
316,shape316-V,2788,"AVENIDA AMÉRICO BARREIRA, 5284",16,-38.563241,-3.758494,5462.04198546864
316,shape316-V,2796,"AVENIDA AMÉRICO BARREIRA, 5626",17,-38.56484,-3.760991,5790.27477918817
316,shape316-V,2795,"AVENIDA AMÉRICO BARREIRA, 5868",18,-38.56619,-3.763047,6062.5305647034
316,shape316-V,4507,"AVENIDA CARNEIRO DE MENDONCA, 1063",19,-38.568461,-3.763188,6402.81844863803
316,shape316-V,2779,"AVENIDA CARNEIRO DE MENDONCA, 1302",20,-38.570692,-3.762005,6682.94742720399
316,shape316-V,2772,"AVENIDA CARNEIRO DE MENDONCA, SN",21,-38.572483,-3.761046,6908.48668564336
316,shape316-V,2748,"AVENIDA CARNEIRO DE MENDONCA, 2126",22,-38.576936,-3.758961,7455.61672662654
316,shape316-V,2747,"AVENIDA CARNEIRO DE MENDONCA, 2307",23,-38.578411,-3.758191,7640.19749863448
316,shape316-V,2742,"RUA PDE SA LEITAO, 368",24,-38.580423,-3.760051,8057.31795673408
316,shape316-V,4903,"AVENIDA SEN FERNANDES TAVORA, 1067",25,-38.582704,-3.7619,8486.3717901326
316,shape316-V,2727,"AVENIDA SEN FERNANDES TAVORA, 1255",26,-38.58404,-3.761187,8654.3585127041
316,shape316-V,2729,"AVENIDA SEN FERNANDES TAVORA, SN",27,-38.585796,-3.760251,8875.09459405723
316,shape316-V,2704,"AVENIDA SEN FERNANDES TAVORA, 1717",28,-38.587937,-3.759103,9144.58035020431
316,shape316-V,2693,"AVENIDA SEN FERNANDES TAVORA, SN",29,-38.589978,-3.758019,9400.94211645387
316,shape316-V,2695,"AVENIDA SEN FERNANDES TAVORA, 2200",30,-38.591778,-3.757056,9627.39381613222
316,shape316-V,4488,"RUA BELEM, 771",31,-38.594392,-3.761287,10216.7297141567
316,shape316-V,2700,"RUA MOCAMBIQUE, 417",32,-38.598592,-3.761528,10773.6207167132
316,shape316-V,2701,"RUA MOCAMBIQUE, 405",33,-38.598765,-3.762439,10876.1358473736
316,shape316-V,1320,"RUA 30 DE MAIO    (D73), 552",34,-38.600652,-3.763013,11170.3775015382
316,shape316-V,6341,"RUA HUMAITÁ, S/N",35,-38.600271,-3.758783,11682.0219622969
