route_id,shape_id,stop_id,stop_name,stop_sequence,stop_lon,stop_lat,dist
502,shape502-I,3210,"AVENIDA LAURO VIEIRA CHAVES, 271",1,-38.529573,-3.773302,4.27717938599383e-09
502,shape502-I,6281,"AVENIDA LAURO VIEIRA CHAVES, 605",2,-38.531264,-3.773582,215.948751692475
502,shape502-I,2981,"AVENIDA LAURO VIEIRA CHAVES, 850",3,-38.533578,-3.772203,527.034724389727
502,shape502-I,2957,"AVENIDA LAURO VIEIRA CHAVES, 1030",4,-38.53571,-3.771713,770.250739107838
502,shape502-I,2956,"AVENIDA LUCIANO CARNEIRO, 2655",5,-38.538763,-3.771836,1153.05919267889
502,shape502-I,2954,"AVENIDA LUCIANO CARNEIRO, 2500",6,-38.538196,-3.769992,1366.39369867314
502,shape502-I,6226,"RUA LINEU JUCA, 640",7,-38.537129,-3.767414,1705.80929126313
502,shape502-I,2952,"RUA LINEU JUCA, 481",8,-38.535699,-3.767946,1875.13776273594
502,shape502-I,2974,"RUA GONCALO SOUTO, 419",9,-38.53079,-3.768801,2518.23561785477
502,shape502-I,2992,"RUA GONCALO SOUTO, 230",10,-38.530167,-3.76723,2705.18407536982
502,shape502-I,4425,"RUA 13 DE ABRIL, 164",11,-38.529537,-3.76517,2955.85931236816
502,shape502-I,2989,"RUA PDE AMBROSIO MACHADO, 650",12,-38.530741,-3.764599,3103.74148354042
502,shape502-I,2987,"RUA JORGE ACURCIO, 664",13,-38.532034,-3.765915,3367.3230819
502,shape502-I,2985,"RUA HELVECIO MONTE, 410",14,-38.533076,-3.767406,3609.01736037069
502,shape502-I,2986,"RUA HELVECIO MONTE, 590",15,-38.534894,-3.766704,3825.29217278403
502,shape502-I,2947,"RUA HELVECIO MONTE, 795",16,-38.536587,-3.766058,4026.39166842981
502,shape502-I,2949,"AVENIDA LUCIANO CARNEIRO, 1991",17,-38.536732,-3.765192,4154.27089544072
502,shape502-I,2843,"AVENIDA LUCIANO CARNEIRO, 1770",18,-38.536212,-3.76358,4341.58305504728
502,shape502-I,2842,"AVENIDA LUCIANO CARNEIRO, 1450",19,-38.535767,-3.762102,4512.27178993788
502,shape502-I,2857,"AVENIDA LUCIANO CARNEIRO, 1350",20,-38.535106,-3.759927,4763.64802418801
502,shape502-I,2848,"AVENIDA LUCIANO CARNEIRO, 869",21,-38.53389,-3.755968,5221.63024802567
502,shape502-I,2437,"AVENIDA LUCIANO CARNEIRO, 635",22,-38.533318,-3.75407,5440.83693831857
502,shape502-I,2424,"AVENIDA LUCIANO CARNEIRO, SN",23,-38.532132,-3.750234,5884.84465443609
502,shape502-I,2425,"RUA JAIME BENEVOLO, SN",24,-38.53141,-3.74896,6049.4560517947
502,shape502-I,2417,"AVENIDA 13 DE MAIO, 1180",25,-38.532208,-3.746803,6388.06606212941
502,shape502-I,3962,"AVENIDA 13 DE MAIO, SN",26,-38.5357,-3.743813,6897.5840741353
502,shape502-I,2081,"AVENIDA 13 DE MAIO, SN",27,-38.538486,-3.741418,7304.76280630573
502,shape502-I,5355,"AVENIDA DA UNIVERSIDADE, SN",28,-38.538426,-3.740201,7497.01626356141
502,shape502-I,1717,"AVENIDA DA UNIVERSIDADE, 2068",29,-38.5345,-3.735906,8141.58655788166
502,shape502-I,1722,"RUA GAL SAMPAIO, 1731",30,-38.532704,-3.733389,8489.69057258507
502,shape502-I,5420,"RUA GAL SAMPAIO, SN",31,-38.532485,-3.732651,8574.81589258524
502,shape502-I,5038,"RUA PEDRO PRIMEIRO, 828",32,-38.53184,-3.730176,8857.0031110739
