route_id,shape_id,stop_id,stop_name,stop_sequence,stop_lon,stop_lat,dist
660,shape660-V,1710,"RUA PEDRO PRIMEIRO, NI",1,-38.526029,-3.732089,15.9350622804126
660,shape660-V,1756,"AVENIDA VIS RIO BRANCO, 1635",2,-38.524297,-3.735056,448.854569639324
660,shape660-V,2112,"AVENIDA AGUANAMBI, 94",3,-38.524315,-3.737729,752.598441695824
660,shape660-V,2095,"AVENIDA AGUANAMBI, 90",4,-38.525615,-3.741117,1161.35395038628
660,shape660-V,2108,"AVENIDA AGUANAMBI, 899",5,-38.525651,-3.744545,1560.47964071257
660,shape660-V,2431,"AVENIDA AGUANAMBI, 1000",6,-38.525432,-3.745885,1710.58365512204
660,shape660-V,2460,"AVENIDA AGUANAMBI, 1370",7,-38.52431,-3.74834,2009.69866781685
660,shape660-V,2475,"AVENIDA AGUANAMBI, SN",8,-38.523544,-3.752105,2436.715775077
660,shape660-V,2476,"AVENIDA AGUANAMBI, 1827",9,-38.523642,-3.753225,2561.54437945176
660,shape660-V,3311,"RODOVIA BR 116, 5239",10,-38.517756,-3.768189,4444.51203613782
660,shape660-V,4873,"RODOVIA BR 116, SN",11,-38.516766,-3.771828,4861.53045252954
660,shape660-V,3215,"RODOVIA BR 116, 6306 B",12,-38.515311,-3.77695,5450.4499098128
660,shape660-V,5083,"RODOVIA BR 116, 6685",13,-38.513903,-3.781432,5971.23464242228
660,shape660-V,3346,"RODOVIA BR 116, 6800",14,-38.512154,-3.785157,6426.49436717297
660,shape660-V,3363,"RODOVIA BR 116, SN",15,-38.511001,-3.787631,6728.49251408692
660,shape660-V,3362,"RODOVIA BR 116, SN",16,-38.509844,-3.790069,7027.05579010121
660,shape660-V,3542,"RODOVIA BR 116, 484",17,-38.508943,-3.791997,7262.49145556236
660,shape660-V,3543,"RODOVIA BR 116, SN",18,-38.50816,-3.793663,7466.14078474859
660,shape660-V,3540,"RODOVIA BR 116, SN",19,-38.507062,-3.796027,7754.49740996543
660,shape660-V,3525,"AVENIDA PAULINO ROCHA, 47",20,-38.507699,-3.802277,8530.04939284333
660,shape660-V,3531,"AVENIDA PAULINO ROCHA, 1001",21,-38.508336,-3.806504,9002.61925748446
660,shape660-V,3420,"AVENIDA PAULINO ROCHA, 1330",22,-38.508722,-3.808896,9270.5082532028
660,shape660-V,3418,"AVENIDA PAULINO ROCHA, 2000",23,-38.511114,-3.811605,9689.55190754244
660,shape660-V,4175,"AVENIDA PAULINO ROCHA, 1810",24,-38.513424,-3.811578,9950.46185997935
660,shape660-V,4004,"AVENIDA PAULINO ROCHA, 2025",25,-38.516432,-3.8108,10295.3628275843
660,shape660-V,5758,"AVENIDA PAULINO ROCHA, 2548",26,-38.518583,-3.810275,10541.1464617929
660,shape660-V,3408,"RUA POMPILIO GOMES, 104",27,-38.520037,-3.811439,10821.3914855225
660,shape660-V,5176,"RUA POMPILIO GOMES, 400",28,-38.52073,-3.813928,11107.0797255149
660,shape660-V,5177,"RUA POMPILIO GOMES, 492",29,-38.520979,-3.815722,11308.1973492193
660,shape660-V,3415,"RUA POMPILIO GOMES, 567",30,-38.520997,-3.816562,11401.0715338228
660,shape660-V,3609,"RUA POMPILIO GOMES, 817",31,-38.521044,-3.818987,11669.1965781078
660,shape660-V,5757,"AVENIDA POMPILIO GOMES, 1012",32,-38.521126,-3.819926,11773.535123287
660,shape660-V,3610,"RUA A UI 412, 1652",33,-38.521297,-3.825632,12404.9520291003
660,shape660-V,4736,"AVENIDA CASTELO DE CASTRO, 164",34,-38.521508,-3.83024,12914.8764116506
660,shape660-V,3694,"AVENIDA 202 CJ SAO CRISTOVAO, 371",35,-38.521557,-3.832168,13128.0727048784
660,shape660-V,3691,"AVENIDA CASTELO DE CASTRO, 538",36,-38.52162,-3.833903,13319.9912478316
660,shape660-V,3689,"AVENIDA CASTELO DE CASTRO, 692",37,-38.521672,-3.835546,13501.719925755
660,shape660-V,4737,"AVENIDA 307 CJ SAO CRISTOVAO, 854",38,-38.521702,-3.837341,13700.1896600221
660,shape660-V,5219,"AVENIDA CASTELO DE CASTRO, 984",39,-38.521732,-3.838426,13820.1702419406
660,shape660-V,3757,"AVENIDA CASTELO DE CASTRO, SN",40,-38.52179,-3.841777,14190.7795250075
660,shape660-V,3755,"AVENIDA CASTELO DE CASTRO, 1600",41,-38.52174,-3.842949,14320.4610180012
660,shape660-V,3794,"RUA VALPARAISO, 169B",42,-38.522116,-3.846223,14884.939932118
660,shape660-V,3796,"AVENIDA CASTELO DE CASTRO, 264",43,-38.522035,-3.846606,14946.7068893027
660,shape660-V,6240,"RUA SILVINHA TELES, 60",44,-38.524168,-3.850469,15600.2970152931
660,shape660-V,1071,"RUA SILVINHA TELES D-69, 449",45,-38.526463,-3.848541,15932.4840493196
660,shape660-V,1069,"RUA IRACEMA, 930",46,-38.528994,-3.845492,16442.7670979995
660,shape660-V,6286,"AVENIDA IRACEMA, 505",47,-38.527139,-3.843321,16759.0198873328
660,shape660-V,3794,"RUA VALPARAISO, 169B",48,-38.522116,-3.846223,14884.939932118
660,shape660-V,3799,"RUA VALPARAISO, 2030",49,-38.520036,-3.846461,17657.7003068699
660,shape660-V,6377,"AVENIDA VALPARAISO, 1871",50,-38.516676,-3.846789,18036.7091722254
660,shape660-V,6243,"RUA 35 CJ HAB SÍTIOT SÃO JOÃO, SN",51,-38.516834,-3.847554,18340.0697982692
