route_id,shape_id,stop_id,stop_name,stop_sequence,stop_lon,stop_lat,dist
388,shape388-I,5916,"RUA TRES CONJ HAB TATUMUNDÉ, SN",1,-38.615377,-3.801623,1.37029672926631e-09
388,shape388-I,1089,"ESTRADA DA URUCUTUBA, 1956",2,-38.614211,-3.798536,447.150114046525
388,shape388-I,1092,"ESTRADA DA URUCUTUBA, 1764",3,-38.612187,-3.798204,674.859962963516
388,shape388-I,4367,"RUA URUCUTUBA, 1567",4,-38.610214,-3.797924,896.121478294473
388,shape388-I,4368,"RUA URUCUTUBA, 1477",5,-38.608102,-3.797624,1132.95928508023
388,shape388-I,4375,"RUA PEDRO MARTINS, 235",6,-38.600323,-3.79997,2059.32624805451
388,shape388-I,539,"RUA PEDRO MARTINS, 153",7,-38.599419,-3.800374,2169.18874021998
388,shape388-I,4377,"AVENIDA GAL OSORIO DE PAIVA, 1649",8,-38.597342,-3.799994,2449.89474410483
388,shape388-I,435,"AVENIDA GAL OSORIO DE PAIVA, 4649",9,-38.596513,-3.799128,2582.7138960837
388,shape388-I,434,"AVENIDA GAL OSORIO DE PAIVA, 4530",10,-38.595905,-3.798492,2680.18523631627
388,shape388-I,432,"AVENIDA GAL OSORIO DE PAIVA, 4285",11,-38.593599,-3.796138,3045.274679927
388,shape388-I,424,"AVENIDA DES FROTA    (D71), 4130",12,-38.590722,-3.793171,3503.16878097296
388,shape388-I,445,"AVENIDA GAL OSORIO DE PAIVA, 3477",13,-38.588774,-3.791159,3813.43726142774
388,shape388-I,5822,"PRAÇA TERMINAL SIQUEIRA, SN",14,-38.586833,-3.789329,4100.91294624297
